year,metric,med,pi95_low,pi95_high
1977.5,art_coverage,0.005912964183377271,5.572392861818964e-05,0.01716861854680837
1978.5,art_coverage,0.006841465316404824,0.0002489829419246434,0.01533424796699417
1979.5,art_coverage,0.00676328062137488,0.0011385125611921524,0.015585242989925327
1980.5,art_coverage,0.005921465764016864,0.0009551757655153026,0.021229346264165682
1981.5,art_coverage,0.007759635190055617,0.00026286988654444375,0.018301691310982453
1982.5,art_coverage,0.008422339818211824,0.0016827887975594783,0.01941902920831769
1983.5,art_coverage,0.008380583082840884,0.0029179535979514436,0.024902527223978725
1984.5,art_coverage,0.009050804149869456,0.0011598617386654655,0.02167522683048873
1985.5,art_coverage,0.009137372861308415,0.0026714366684208765,0.021567186986394413
1986.5,art_coverage,0.009938535324987216,0.003987762552807197,0.023483870509047516
1987.5,art_coverage,0.010392470719979206,0.00382539063828257,0.018650661948376033
1988.5,art_coverage,0.009957296306577176,0.004498603562262841,0.017203773277547164
1989.5,art_coverage,0.010913248401828966,0.002728672538853923,0.019963237772399584
1990.5,art_coverage,0.012307553824212596,0.005943426828461654,0.019218681729832827
1991.5,art_coverage,0.013074685097979422,0.007139954605015227,0.0218591767540595
1992.5,art_coverage,0.014708151197613508,0.0069247789433072755,0.02202600923313718
1993.5,art_coverage,0.016109289242032032,0.007807537566690427,0.02276555082467126
1994.5,art_coverage,0.015067887690491987,0.008324613749372524,0.022517779349316196
1995.5,art_coverage,0.013008927047413965,0.005672441104875155,0.021886527808710754
1996.5,art_coverage,0.01303801940207245,0.0040762873178216185,0.022969434177668217
1997.5,art_coverage,0.013551236012575341,0.0053665302132471235,0.021623589520949848
1998.5,art_coverage,0.013677286454795273,0.005844971111913941,0.023168451189452113
1999.5,art_coverage,0.013762102824088882,0.007132759261117001,0.019928316540600878
2000.5,art_coverage,0.01456841090270327,0.00864378122600968,0.02136561488255735
2001.5,art_coverage,0.014243319657028648,0.007710089385710886,0.02062535033021961
2002.5,art_coverage,0.014729234456259873,0.009564479161985212,0.024109102861642417
2003.5,art_coverage,0.015848851165774874,0.010613605551476364,0.02441498263031904
2004.5,art_coverage,0.037327633149450215,0.027576228757025704,0.046837146034479755
2005.5,art_coverage,0.0988562568208778,0.0864392885591845,0.1214506308907161
2006.5,art_coverage,0.1590649186172829,0.13679937697368216,0.18603073316287155
2007.5,art_coverage,0.21291607360753487,0.19002141275649717,0.2497731966654486
2008.5,art_coverage,0.2762451366546136,0.24628757935109796,0.31237970282567395
2009.5,art_coverage,0.3262286634797662,0.29718885253495675,0.3566780284878212
2010.5,art_coverage,0.3707648929286619,0.33838703452599295,0.4025566649474477
2011.5,art_coverage,0.4169780877471996,0.3877392124562578,0.4578163088689692
2012.5,art_coverage,0.4810752327383792,0.4472184710585329,0.5078619855580939
2013.5,art_coverage,0.5390025054384693,0.49935517696816484,0.573844530516999
2014.5,art_coverage,0.593754482818546,0.5654253391153172,0.6225628297276667
2015.5,art_coverage,0.6620493359567312,0.6376506332983002,0.68956589874226
2016.5,art_coverage,0.7223660162616254,0.6979565920952632,0.7449843362810248
2017.5,art_coverage,0.7531185574492951,0.7249498971674545,0.7722886753281759
2018.5,art_coverage,0.7808016844616412,0.7520361674745626,0.8040430896102909
2019.5,art_coverage,0.8061358876401128,0.7840301378181941,0.8243011681259481
2020.5,art_coverage,0.8351167361985321,0.8124803646820344,0.8547034591612575
2021.5,art_coverage,0.8519316716236613,0.8291100436608319,0.8663012167241585
2022.5,art_coverage,0.8689747009431106,0.8402901306275667,0.883126996673328
2023.5,art_coverage,0.8808531897830466,0.8701047837539778,0.8979012206451346
2024.5,art_coverage,0.8942224524665847,0.8823102164837876,0.9098975856617053
1960.5,female_hiv_prevalence,0.01428132511261735,0.010128827158321856,0.020730457988596556
1961.5,female_hiv_prevalence,0.017014133314797633,0.011190340076411882,0.02203459332977817
1962.5,female_hiv_prevalence,0.019554337669769002,0.01389209248338874,0.02453161193512506
1963.5,female_hiv_prevalence,0.02181050251526241,0.01647989252216455,0.028131404371033883
1964.5,female_hiv_prevalence,0.024146941823866397,0.017486223193279415,0.03028006376061886
1965.5,female_hiv_prevalence,0.02535050121655707,0.01796465140596159,0.03193956059871221
1966.5,female_hiv_prevalence,0.02694416570826806,0.01871995075431396,0.031606704500591574
1967.5,female_hiv_prevalence,0.027799629259671846,0.02050604303172487,0.034132672941118915
1968.5,female_hiv_prevalence,0.028948895830497857,0.02296442790428075,0.03400149375424943
1969.5,female_hiv_prevalence,0.03002047151976868,0.02334278825709945,0.03512539350083915
1970.5,female_hiv_prevalence,0.0307289016550053,0.0236602530929293,0.03516295531306907
1971.5,female_hiv_prevalence,0.0313968394037472,0.025007608783960793,0.03663884042982617
1972.5,female_hiv_prevalence,0.0320208735394317,0.025266634367710834,0.036348569243951724
1973.5,female_hiv_prevalence,0.03237148313703543,0.025783323968329525,0.036527294047388977
1974.5,female_hiv_prevalence,0.03238834150131628,0.026999869903998025,0.0372129636163008
1975.5,female_hiv_prevalence,0.03201216698633176,0.027302112713879605,0.03742606572267031
1976.5,female_hiv_prevalence,0.032777946495431275,0.02714015098387566,0.037642021764744404
1977.5,female_hiv_prevalence,0.03332717814378072,0.027318417595095342,0.038246952583579866
1978.5,female_hiv_prevalence,0.03312063150160252,0.02805139016985038,0.037655844547122765
1979.5,female_hiv_prevalence,0.03303830539828671,0.028163068282769495,0.038210951407685885
1980.5,female_hiv_prevalence,0.033709336956519856,0.028005306784363006,0.03841409886824593
1981.5,female_hiv_prevalence,0.033633503200608754,0.02851981876587978,0.038416158346107274
1982.5,female_hiv_prevalence,0.03414178871181098,0.02853291948875274,0.03867354786991981
1983.5,female_hiv_prevalence,0.03479461891520178,0.029377265778189294,0.03903679880673793
1984.5,female_hiv_prevalence,0.03507473096465617,0.0299718378203621,0.038815294603207894
1985.5,female_hiv_prevalence,0.03469967656195733,0.03103608380426476,0.04022022995918304
1986.5,female_hiv_prevalence,0.035712951737263306,0.03184807042504081,0.04210461987423107
1987.5,female_hiv_prevalence,0.038172497512553506,0.033861222694597015,0.042481306296394114
1988.5,female_hiv_prevalence,0.04193240926700732,0.03734533951101299,0.045432992526743876
1989.5,female_hiv_prevalence,0.04596338361641088,0.04097657412665735,0.04992800221175724
1990.5,female_hiv_prevalence,0.04980475250352532,0.04364574722926945,0.0545058131641954
1991.5,female_hiv_prevalence,0.05391091749125751,0.04756154538767912,0.05886800707783426
1992.5,female_hiv_prevalence,0.05750061569618599,0.05210457211949468,0.063211712763105
1993.5,female_hiv_prevalence,0.060580002391792453,0.055284221801751784,0.06635992885650692
1994.5,female_hiv_prevalence,0.05924022858247695,0.053446170235422814,0.0643626063014342
